monkey_name,date,time,arm,task_name,trial,stim_size,touch_x,touch_y,stim_x,stim_y,correct
GROUP,2024-03-11,13:02:49,None,SHAPE1,1,240,461,367,392,264,1
GROUP,2024-03-11,13:02:56,None,SHAPE1,1,230,460,479,397,269,1
