monkey_name,date,time,arm,task_name,trial,stim_size,touch_x,touch_y,stim_x,stim_y,correct
TestChip,2024-03-27,15:22:29,None,SHAPE2,1,100,300,170,147,160,0
TestChip,2024-03-27,15:22:35,None,SHAPE2,1,100,177,91,282,243,0
