monkey_name,date,time,arm,task_name,trial,stim_size,touch_x,touch_y,stim_x,stim_y,correct
TestChip,2024-09-17,14:12:52,None,SHAPE1,1,150,243,193,181,117,1
TestChip,2024-09-17,14:13:02,None,SHAPE1,1,150,219,154,181,117,1
