monkey_name,date,time,arm,task_name,trial,stim_size,touch_x,touch_y,stim_x,stim_y,correct
fishC,2024-02-05,08:59:26,L,SHAPE0,1,768,605,492,128,0,1
fishC,2024-02-05,09:03:27,L,SHAPE0,1,768,582,491,128,0,1
