monkey_name,date,time,arm,task_name,trial,stim_size,touch_x,touch_y,stim_x,stim_y,correct
fishC,2024-02-05,08:59:19,L,SHAPE0,1,768,552,461,128,0,1
fishC,2024-02-05,09:06:48,L,SHAPE0,1,768,642,442,128,0,1
